quality,fix.acid,vol.acid,citric.acid,lresid.sugar,lchlorides,lfree.so2,ltotal.so2,density,pH,sulphates,alcohol,color
5.2,7.4,0.55,0.19,0.5877866649,-2.5010360317,2.7080502011,3.5263605246,0.99655,3.49,0.68,10.5,red
4.7,7.3,0.73,0.24,0.6418538862,-2.2256240519,2.8903717579,4.6249728133,0.9967,3.26,0.59,9.3,red
6.7,8.2,0.18,0.49,0.0953101798,-3.4112477175,3.3322045102,4.3944491547,0.9923,3,0.68,10.4,white
4.9,6.5,0.51,0.25,0.5306282511,-3.0365542681,3.6635616461,5.1761497326,0.99212,3.28,0.57,10.56666667,white
5.5,6.6,0.26,0.24,1.974081026,-3.2701691193,3.3322045102,4.9199809258,0.9952,3.35,0.6,10.4,white
6,6.9,0.3,0.3,2.3561258599,-3.2968373663,1.3862943611,3.3322045102,0.99184,3.07,0.32,12.7,white
6,7,0.28,0.33,2.6810215287,-3.1465551633,3.8501476017,5.1239639794,0.9994,3.34,0.67,8.8,white
4.4,8.8,0.955,0.05,0.5877866649,-2.5902671654,1.6094379124,2.9444389792,0.99616,3.3,0.44,9.6,red
4.9,6.6,0.26,0.22,2.8986705607,-2.9957322736,3.1354942159,4.9344739331,0.99904,3.06,0.5,9.2,white
2.8,7.5,0.32,0.24,1.5260563035,-2.9374633654,2.0794415417,4.8978398,0.9958,3.14,0.5,9.1,white
6.7,7,0.3,0.51,2.6100697927,-2.9957322736,3.6888794541,5.1239639794,0.9976,3.07,0.52,9.6,white
7.3,11.9,0.695,0.53,1.2237754316,-2.0557250151,1.9459101491,3.0445224377,0.9992,3.17,0.84,12.2,red
7.2,8.2,0.28,0.4,0.8754687374,-2.9565115604,1.3862943611,2.302585093,0.99356,3.33,0.7,12.8,red
6.9,7.1,0.18,0.36,0.3364722366,-3.1465551633,3.4339872045,4.4659081187,0.9898,3.26,0.37,12.7,white
5.4,9,0.45,0.49,0.955511445,-2.4769384801,3.0445224377,4.3174881135,0.9987,3.35,0.57,9.7,red
6.7,7.2,0.17,0.37,1.9315214116,-2.8302178351,3.8501476017,4.8520302639,0.99322,3.08,0.46,11,white
5.4,6.8,0.25,0.27,2.3702437415,-2.5770219387,3.8501476017,5.0369526024,0.9967,3.05,0.38,9,white
6.5,6.5,0.22,0.5,2.7972813348,-3.0365542681,3.5835189385,5.2040066871,0.99904,3.02,0.49,8.8,white
6.2,7.6,0.41,0.14,1.0986122887,-2.4418471603,3.0445224377,3.7612001157,0.9964,3.32,0.57,10.5,red
7.9,7.3,0.19,0.27,2.6318888401,-2.8647040111,3.8066624898,5.0434251169,0.99807,2.94,0.41,8.8,white
4,8,0.32,0.26,0.1823215568,-2.9957322736,2.4423470354,4.4773368145,0.9946,3.24,0.37,9.5,white
5.4,7.7,0.75,0.27,1.3350010667,-2.2072749132,3.5263605246,4.4886363697,0.99664,3.24,0.45,9.3,red
4.8,8.7,0.69,0,1.1631508098,-2.4769384801,2.5649493575,3.4965075615,0.9992,3.36,0.45,9.4,red
6.3,6.2,0.17,0.3,0.0953101798,-3.2968373663,2.6390573296,4.3694478525,0.993,3.5,0.54,10.3,white
6,10.6,0.44,0.68,1.4109869737,-2.1715568306,1.7917594692,3.1780538303,0.997,3.06,0.66,13.4,red
5.6,5.8,0.29,0.26,0.5306282511,-2.7646205526,1.0986122887,2.3978952728,0.9915,3.39,0.54,13.5,red
6.3,6.3,0.27,0.25,1.7578579176,-3.2701691193,3.9512437186,5.0434251169,0.995,3.28,0.38,9.4,white
5.8,8.1,0.34,0.28,2.0149030205,-3.2188758249,4.248495242,5.4380793089,0.99558,3.14,0.55,9.8,white
4.9,9.2,0.53,0.24,0.955511445,-2.5510464523,3.3322045102,4.9344739331,0.99788,3.21,0.57,9.5,red
6.9,9,0.17,0.49,0,-3.2441936329,3.8286413965,4.8751973232,0.993,3.09,0.51,10.5,white
5.5,6.5,0.23,0.33,2.6246685922,-3.1700856607,3.2188758249,4.9344739331,0.99695,3.35,0.56,10.4,white
6,6.1,0.41,0.2,2.533696814,-3.4420193762,3.9889840466,4.9126548857,0.99516,2.91,0.43,10.6,white
4.7,6.6,0.27,0.52,2.0918640617,-3.1235656451,3.9702919136,5.3082676974,0.99548,3.18,0.48,9.5,white
5,6.6,0.24,0.38,2.0794415417,-3.1700856607,4.0253516907,5.2311086169,0.99577,3.21,0.46,9.2,white
5.9,6.5,0.33,0.28,1.8082887712,-4.0173835211,3.7135720667,4.6347289882,0.99122,3.24,0.32,12.2,white
7.4,6.6,0.19,0.35,0.4054651081,-3.2968373663,3.6109179126,4.6728288345,0.99006,3.18,0.68,12,white
5.8,12.5,0.37,0.55,0.955511445,-2.4889146712,3.2188758249,4.2195077052,0.9995,3.15,0.82,10.4,red
6.4,7.3,0.34,0.39,1.6486586256,-3.2188758249,3.8066624898,5.0937502008,0.9925,3.3,0.47,12.4,white
6.7,6.3,0.12,0.36,0.7419373447,-3.1235656451,3.8501476017,4.9836066217,0.9914,3.27,0.74,11.4,white
5.1,7.7,0.3,0.23,0.6931471806,-2.6882475738,3.3322045102,4.9272536852,0.99382,3.11,0.62,9.8,white
5,7.8,0.76,0.04,0.8329091229,-2.3859667019,2.7080502011,3.9889840466,0.997,3.26,0.65,9.8,red
5.8,8.2,0.34,0.37,0.6418538862,-2.8647040111,3.7612001157,4.3040650932,0.99408,3.23,0.81,12,red
6.3,6.6,0.16,0.3,0.4700036292,-3.3813947544,2.7080502011,4.3567088267,0.992,3.38,0.44,11.2,white
5.6,6.3,0.47,0,0.3364722366,-2.9004220937,3.295836866,3.4965075615,0.9922,3.45,0.48,12.3,red
6.5,6.5,0.29,0.52,0.5306282511,-3.3813947544,3.7135720667,5.2626901889,0.99223,3.25,0.59,10.4,white
4.5,6.8,0.3,0.22,1.8245492921,-2.8134107168,3.7135720667,5.2470240722,0.99858,3.18,0.51,9.2,white
7,7.2,0.44,0.28,1.2237754316,-3.0365542681,3.0910424534,4.7184988713,0.99188,3.21,0.37,11.3,white
7.5,6,0.28,0.52,1.8245492921,-3.5755507688,3.6109179126,4.6443908991,0.99161,3.28,0.51,11.8,white
4.8,6.7,0.25,0.31,0.3001045925,-2.7968814148,3.4177266836,5.3844950628,0.99388,3.16,0.53,9.5,white
4.7,8.8,0.61,0.14,0.8754687374,-2.7030626596,2.302585093,3.7376696183,0.9969,3.19,0.59,9.5,red
5.9,6.6,0.24,0.3,2.5649493575,-2.9565115604,2.8903717579,4.9628446303,0.99825,3.37,0.49,9.4,white
7,10.1,0.38,0.5,0.8754687374,-2.2633643798,1.7917594692,2.5649493575,0.99643,3.22,0.65,11.6,red
6.3,6.7,0.19,0.23,1.8245492921,-3.0576076773,3.5835189385,4.7621739348,0.9945,3.34,0.43,9.6,white
7.5,6.5,0.18,0.33,0.3364722366,-3.540459449,3.5553480615,4.9272536852,0.99114,3.36,0.6,11.5,white
5.3,5.9,0.26,0.27,2.9014215941,-3.0365542681,3.9512437186,5.1239639794,0.9993,3.35,0.44,9.4,white
6.4,6.6,0.3,0.25,2.0794415417,-3.3242363405,3.0445224377,4.8202815656,0.99362,3.06,0.38,10.8,white
4.7,9.7,0.55,0.17,1.064710737,-2.4418471603,2.9957322736,3.9702919136,1.0004,3.14,0.61,9.4,red
5.8,6.3,0.17,0.32,1.4350845253,-3.2188758249,3.6109179126,4.7621739348,0.99182,3.24,0.43,11.3,white
3.7,8.1,0.73,0,0.9162907319,-2.5133061243,2.4849066498,3.1780538303,0.99798,3.38,0.46,9.6,red
5.7,6.7,0.31,0.18,2.0412203289,-3.1465551633,4.0430512678,5.2983173665,0.99566,3.17,0.44,9.4,white
5.8,7.1,0.25,0.31,0.8329091229,-2.9957322736,3.4657359028,5.0498560072,0.9914,3.14,0.51,11.4,white
5.4,6.7,0.25,0.13,0.1823215568,-3.1941832123,4.3944491547,5.1590552992,0.992,3.14,0.42,9.8,white
8.4,7.1,0.45,0.24,0.993251773,-3.2188758249,3.1780538303,4.4659081187,0.98862,2.94,0.38,13.4,white
6.3,6.1,0.27,0.32,0.0953101798,-3.3813947544,3.1780538303,4.7004803658,0.9898,3.36,0.4,12.5,white
6.1,7.5,0.31,0.41,0.8754687374,-2.7333680091,3.5263605246,4.0943445622,0.99492,3.34,0.85,11.4,red
4.7,6.6,0.32,0.27,2.3887627892,-3.1941832123,3.6109179126,4.9836066217,0.9963,3.24,0.47,10,white
6.3,6.6,0.22,0.3,2.6878474938,-3.1010927892,3.9120230054,4.9126548857,0.99704,3.14,0.37,10.6,white
7.3,7.9,0.37,0.3,0.993251773,-3.540459449,4.1588830834,5.062595033,0.9916,3.12,0.59,12,white
6.7,6.4,0.24,0.31,1.0296194172,-3.2701691193,3.7135720667,4.7361984484,0.99155,3.37,0.66,11.7,white
5.7,6.8,0.18,0.24,2.2823823857,-2.8473122684,4.1588830834,5.2364419628,0.9952,3.13,0.51,10.6,white
4.9,6.7,0.42,0.46,2.2721258855,-2.9187712324,4.2046926194,5.4553211154,0.99848,3.23,0.5,9,white
6.7,6.4,0.28,0.29,0.4700036292,-2.9565115604,3.5263605246,4.8441870865,0.9929,3.48,0.56,10.5,white
5.3,6.9,0.28,0.22,2.302585093,-2.9565115604,3.5835189385,4.8751973232,0.99696,3.08,0.46,9.6,white
6.1,7.9,0.545,0.06,1.3862943611,-2.4418471603,3.295836866,4.1108738642,0.9965,3.36,0.67,10.7,red
6.9,7.8,0.3,0.4,0.5877866649,-3.5755507688,3.1354942159,4.8040210447,0.9914,3.14,0.39,10.9,white
6.7,6.5,0.22,0.32,0.7884573604,-3.5755507688,3.5835189385,4.521788577,0.99076,3.27,0.59,11.9,white
6.5,5.8,0.28,0.3,1.3609765531,-3.649658741,3.5835189385,4.6539603502,0.98963,3.26,0.58,12.75,white
6.6,6.3,0.27,0.38,-0.1053605157,-2.9759296463,1.9459101491,4.9416424226,0.9926,3.45,0.5,10.5,white
5.9,6.9,0.32,0.26,2.1162555148,-2.9374633654,3.4657359028,5.1929568509,0.9965,3.25,0.51,9.2,white
6.8,6.8,0.18,0.28,2.2823823857,-3.2441936329,3.36729583,4.7273878187,0.99406,3.11,0.45,10.9,white
4.5,8.2,0.78,0,0.7884573604,-2.4191189093,2.5649493575,3.258096538,0.9978,3.37,0.46,9.6,red
6.6,6.6,0.2,0.27,2.3887627892,-3.2701691193,3.36729583,4.8675344505,0.99496,3.11,0.44,10.5,white
6.2,9.8,0.44,0.47,0.9162907319,-2.7646205526,2.1972245773,3.3322045102,0.9981,3.24,0.65,10.8,red
5.3,7.2,0.23,0.19,2.6173958328,-2.9565115604,3.8501476017,5.2832037287,0.99865,3.12,0.53,9,white
6.2,9.4,0.5,0.34,1.2809338455,-2.5010360317,1.6094379124,2.6390573296,0.9987,3.29,0.52,10.7,red
4.9,10.7,0.9,0.34,1.887069649,-2.1892564077,3.1354942159,4.5951198501,1.00289,3.22,0.68,9.3,red
5,7.8,0.26,0.49,1.1314021115,-3.1010927892,3.0445224377,4.7535901911,0.9931,3.16,0.35,10.3,white
4.9,6.1,0.33,0.32,2.0541237337,-2.9565115604,3.9512437186,5.2094861528,0.99657,3.39,0.65,9.5,white
6.7,6.4,0.31,0.28,0.4054651081,-3.2968373663,2.4849066498,4.7791234931,0.9919,3.32,0.51,10.4,white
5.8,7.8,0.43,0.49,2.5649493575,-3.4112477175,3.6109179126,5.062595033,0.9955,3.14,0.35,11.3,white
6.3,6.9,0.25,0.3,1.4109869737,-2.9187712324,3.1354942159,4.7535901911,0.994,2.99,0.38,9.4,white
5.4,6.1,0.6,0.08,0.5877866649,-2.6450754019,2.6390573296,3.8066624898,0.99336,3.38,0.54,11,red
4.7,7.2,0.61,0.08,1.3862943611,-2.5010360317,3.258096538,4.6821312271,0.99641,3.25,0.51,9.4,red
6.7,10,0.41,0.45,1.8245492921,-2.6450754019,1.7917594692,2.6390573296,0.99702,3.21,0.49,11.8,red
6.3,6.6,0.21,0.3,2.2925347571,-3.1941832123,4.1588830834,5.1590552992,0.995,3.07,0.5,10.1,white
6.3,6.1,0.32,0.33,2.3702437415,-3.3242363405,3.295836866,4.5849674787,0.99521,3.34,0.52,10.2,white
6.6,9.1,0.25,0.34,0.6931471806,-2.6450754019,3.8066624898,4.2046926194,0.99769,3.44,0.86,10.2,red
7.2,5.8,0.18,0.37,0.1823215568,-3.3242363405,2.9444389792,4.3040650932,0.98853,3.09,0.49,12.7,white
6,7,0.24,0.3,2.5095992624,-3.3524072175,4.276666119,5.1474944768,0.9954,2.99,0.57,10.4,white
6.5,6.9,0.16,0.35,0.2623642645,-3.1465551633,3.0445224377,5.2040066871,0.9927,3.25,0.62,10.8,white
6.1,7.9,0.27,0.27,0.5306282511,-3.3813947544,3.2188758249,4.8040210447,0.99088,2.97,0.51,11.9,white
7.8,6.9,0.22,0.28,2.0541237337,-2.9957322736,3.7612001157,4.7535901911,0.99326,3.22,0.6,11.5,white
5.3,11.2,0.5,0.74,1.6389967147,-2.302585093,1.6094379124,2.8332133441,0.9996,3.22,0.62,11.2,red
5.8,6.4,0.31,0.28,0.9162907319,-3.2441936329,3.5263605246,4.9199809258,0.98946,3.22,0.38,12.7,white
5.8,6.3,0.24,0.22,2.4765384001,-2.9957322736,4.1743872699,5.1873858058,0.99659,3.06,0.58,9.3,white
4.6,6.2,0.32,0.24,1.4109869737,-2.9759296463,3.5263605246,5.0039463059,0.99306,3.36,0.52,11,white
5.1,6.1,0.38,0.47,0.3364722366,-2.9759296463,4.0775374439,5.3471075307,0.99309,3.24,0.5,9.6,white
3.8,7.4,0.45,0.32,1.960094784,-3.1235656451,2.8332133441,4.7621739348,0.9962,3.32,0.41,10.4,white
4.7,7.5,0.2,0.47,2.8273136219,-2.9565115604,3.9318256327,5.2364419628,0.99944,3.09,0.62,9.3,white
6.3,5.7,0.21,0.32,0.4700036292,-3.5065578973,3.4965075615,4.8040210447,0.99044,3.33,0.52,11.9,white
6.2,7,0.2,0.4,0.0953101798,-2.8473122684,3.4011973817,4.5325994932,0.99322,3.03,0.38,9.2,white
7.2,7.3,0.25,0.36,2.5726122302,-2.9957322736,3.5553480615,5.2983173665,0.9986,3.04,0.46,8.9,white
5.3,7.2,0.39,0.32,0.5877866649,-2.7333680091,3.5263605246,4.0943445622,0.99714,3.46,0.78,9.9,red
6.2,6.8,0.28,0.35,0.8329091229,-3.1700856607,2.7725887222,4.4426512565,0.9906,3.19,0.56,12.4,white
5.2,6.5,0.36,0.36,1.9021075264,-1.6873994539,3.9415818077,5.0172798368,0.99528,3.17,0.42,9.3,white
6.3,6.7,0.17,0.42,2.3418058061,-3.2701691193,4.4426512565,5.2040066871,0.99628,3.04,0.44,8.9,white
4.9,11.3,0.37,0.5,0.5877866649,-2.4079456087,2.9957322736,3.8501476017,0.99734,3.15,0.57,10.5,red
9.4,9.1,0.27,0.45,2.3608540011,-3.3524072175,3.3322045102,4.8202815656,0.997,3.2,0.46,10.4,white
6.1,6.4,0.26,0.49,1.8562979904,-3.2968373663,3.6109179126,5.081404365,0.9954,3.38,0.53,9.7,white
5.8,7.2,0.24,0.27,0.3364722366,-3.2701691193,3.4339872045,4.8040210447,0.9927,3.15,0.46,10.3,white
6.3,7,0.54,0.09,0.6931471806,-2.5133061243,2.302585093,2.7725887222,0.99479,3.43,0.59,11.5,red
5.2,8.1,0.27,0.41,0.3715635564,-3.4112477175,2.3978952728,4.1431347264,0.9908,2.99,0.56,12,white
5.8,7.1,0.35,0.29,0.9162907319,-2.3434070875,2.9957322736,3.9702919136,0.9962,3.42,0.65,11,red
6.1,6.1,0.34,0.29,0.7884573604,-3.3242363405,3.2188758249,4.605170186,0.98938,3.06,0.44,11.8,white
5.3,6.9,0.4,0.56,2.4159137783,-3.1465551633,3.6888794541,4.9558270576,0.9975,3.14,0.46,8.7,white
6.5,6.4,0.26,0.25,2.3702437415,-3.0791138825,4.189654742,5.1873858058,0.99606,3.17,0.55,9.9,white
7,6.7,0.44,0.31,0.6418538862,-3.5065578973,3.7135720667,4.6443908991,0.99,3.29,0.62,12.6,white
5.7,7.3,0.17,0.36,2.1041341543,-3.5755507688,3.7841896339,4.7095302013,0.99272,3.14,0.41,12.4,white
6.2,6.8,0.23,0.29,2.7343675094,-2.6172958378,4.0253516907,5.1532915945,0.9984,3.06,0.41,8.7,white
4.6,7.3,0.32,0.48,2.5877640352,-2.8134107168,4.0430512678,5.2781146592,0.9982,3.04,0.5,9.2,white
6.3,7.2,0.32,0.3,2.1102132003,-3.9120230054,2.6390573296,4.6443908991,0.99362,2.99,0.44,11.4,white
5.9,6.4,0.19,0.35,2.3223877203,-3.1465551633,3.6888794541,4.6634390941,0.99632,3.16,0.5,9.7,white
5.6,7.4,0.68,0.16,0.5877866649,-2.5510464523,2.4849066498,3.6635616461,0.9977,3.5,0.7,9.9,red
7.4,7.2,0.58,0.27,1.7578579176,-3.4420193762,3.6888794541,4.7706846245,0.99088,3.17,0.53,13,white
6.9,6.6,0.33,0.4,0.97455964,-3.1941832123,3.5553480615,4.4543472963,0.98916,3.11,0.39,13.3,white
5.1,6.4,0.24,0.26,2.1041341543,-2.9187712324,3.8501476017,5.2040066871,0.99538,3.12,0.5,9.5,white
7.4,7.3,0.33,0.4,1.9242486523,-3.2701691193,3.4657359028,4.9272536852,0.992,3.03,0.3,11.9,white
4.8,10.7,0.43,0.39,0.7884573604,-2.2443161849,2.0794415417,3.4657359028,0.9986,2.89,0.5,9.6,red
5.2,7.2,0.24,0.34,0.0953101798,-3.1010927892,1.0986122887,4.1588830834,0.9913,3.23,0.51,11.4,white
6.9,7.1,0.33,0.3,1.1939224685,-3.3813947544,3.4011973817,4.6249728133,0.9912,3.08,0.31,12.3,white
5.3,7.2,0.23,0.33,2.5416019935,-3.0159349809,3.9120230054,5.2094861528,0.9987,3.41,0.4,9.8,white
5.8,5.9,0.24,0.34,0.6931471806,-3.2968373663,3.6888794541,4.6821312271,0.98948,3.19,0.5,12.3,white
6,7.5,0.33,0.32,2.4069451083,-3.3242363405,3.2188758249,4.7791234931,0.9962,3.15,0.34,10.5,white
7.3,6.4,0.44,0.44,2.6672282066,-3.0365542681,3.36729583,5.429345629,0.99955,3.26,0.54,8.8,white
6.5,7.3,0.26,0.53,2.5416019935,-3.0576076773,4.102643365,5.1029105702,0.9984,3.06,0.45,9.1,white
5.6,5.7,0.22,0.2,2.7725887222,-3.1235656451,3.7135720667,4.7273878187,0.99862,3.22,0.46,8.9,white
5.8,6.3,0.21,0.33,2.6318888401,-3.0791138825,4.2195077052,5.1873858058,0.9971,3.36,0.5,10.4,white
6.3,5.6,0.34,0.3,1.9315214116,-3.2701691193,3.1354942159,4.4886363697,0.99266,3.25,0.49,11.1,white
4.8,8,0.28,0.42,1.960094784,-3.1010927892,3.7135720667,5.1298987149,0.9959,3.17,0.43,10.6,white
5.9,7.4,0.24,0.42,2.6390573296,-2.718100537,3.8712010109,5.2882670307,0.9979,2.89,0.42,8.9,white
5.6,6.1,0.23,0.27,2.2823823857,-2.9004220937,4.3040650932,4.8978398,0.99534,3.16,0.4,10.2,white
5.1,6.3,0.25,0.44,2.4510050981,-3.1941832123,3.8712010109,5.2729995586,0.9968,3.18,0.52,9.5,white
4.8,7.8,0.27,0.28,0.5877866649,-2.9957322736,3.0445224377,4.8441870865,0.9934,3.15,0.44,9.9,white
5.5,6.4,0.15,0.4,0.2623642645,-2.9374633654,4.1108738642,4.9836066217,0.99112,3.17,0.68,11,white
5.2,6.9,0.33,0.28,0.2623642645,-2.9759296463,3.6109179126,5.2311086169,0.9927,3.27,0.6,10.3,white
7.9,7,0.36,0.32,2.3075726345,-3.1010927892,3.6109179126,4.8751973232,0.99352,3.09,0.33,11.7,white
5.3,6.9,0.58,0.2,0.5596157879,-2.8473122684,2.0794415417,3.0910424534,0.99322,3.38,0.49,11.7,red
6.2,6.8,0.22,0.35,2.8622008809,-3.2441936329,3.6375861597,5.0304379214,0.9994,3.24,0.42,9,white
7.3,8.1,0.29,0.36,0.7884573604,-3.0365542681,3.5553480615,3.9702919136,0.995,3.27,1.01,12.4,red
5.3,7.2,0.4,0.49,0.0953101798,-3.0365542681,2.3978952728,4.9272536852,0.9929,3.01,0.42,9.3,white
5.7,6,0.25,0.4,1.7404661748,-2.9565115604,4.0253516907,5.0238805208,0.99398,3.16,0.88,10.5,white
7.4,6.2,0.21,0.28,1.7404661748,-3.5755507688,3.8066624898,4.7957905456,0.99168,3.21,1.08,12.15,white
5.5,6.8,0.27,0.3,2.5649493575,-3.0576076773,4.2341065046,5.0751738152,0.99705,3.16,0.5,9.6,white
6.4,6.3,0.22,0.34,0.1823215568,-3.3242363405,3.4657359028,4.5643481915,0.98961,3.06,0.74,11.6,white
6.4,12.4,0.4,0.51,0.6931471806,-2.8302178351,1.7917594692,3.1780538303,0.9994,3.04,0.6,9.3,red
6.1,6,0.41,0.21,0.6418538862,-2.9957322736,3.36729583,4.8040210447,0.9928,3.42,0.52,10.5,white
6,10.3,0.27,0.24,0.7419373447,-2.63108916,2.7080502011,3.4965075615,0.9956,3.22,0.66,12.8,red
5.8,7.4,0.26,0.29,1.3083328197,-3.0365542681,2.6390573296,4.2904594411,0.9915,3.06,0.45,11.4,white
6.2,6.5,0.28,0.38,2.0541237337,-3.4737680745,3.9889840466,5.3752784077,0.99154,3.03,0.42,13.1,white
6.2,6.2,0.35,0.2,2.8959119383,-2.6736487744,3.4965075615,5.062595033,0.99908,3.15,0.5,8.8,white
4.5,6.15,0.21,0.37,1.1631508098,-3.8632328413,2.9957322736,4.3820266347,0.99076,3.39,0.47,12,white
7.9,5.2,0.3,0.34,0.4054651081,-3.2701691193,2.8903717579,4.5643481915,0.98942,3.56,0.48,13,white
4.6,5.8,0.3,0.09,1.8405496334,-3.1700856607,3.5835189385,4.9272536852,0.99382,3.15,0.48,9.7,white
6,6.2,0.24,0.27,1.064710737,-3.2441936329,3.4011973817,4.8121843554,0.98959,3.12,0.37,12.8,white
4.5,6.3,0.6,0.44,2.3978952728,-2.9957322736,3.9120230054,5.5012582105,0.9972,3.19,0.57,9.3,white
5.2,5.7,0.29,0.16,2.0668627595,-3.1235656451,3.8712010109,5.2832037287,0.99512,3.21,0.36,9.4,white
6.5,7,0.16,0.26,1.9878743482,-3.0576076773,3.4011973817,5.3936275464,0.99622,3.38,0.58,10.1,white
5.9,7.1,0.75,0.01,0.7884573604,-2.8302178351,2.3978952728,2.8903717579,0.99242,3.39,0.4,12.8,red
5.2,7.1,0.37,0.67,2.3513752572,-3.1010927892,3.8918202981,5.0434251169,0.9975,3.16,0.44,8.7,white
5.8,7.6,0.16,0.44,0.3364722366,-3.1465551633,3.2188758249,4.6913478822,0.9932,3.11,0.75,10.3,white
4.5,7,0.6,0.3,1.5040773968,-2.6882475738,2.9957322736,4.7004803658,0.99914,3.3,1.17,10.2,red
7.5,7.5,0.31,0.24,1.960094784,-3.4737680745,3.3322045102,4.9487598904,0.99397,3.16,0.38,10.6,white
4.5,5.8,0.33,0.2,2.7757088496,-3.0576076773,3.258096538,5.1119877884,0.9976,3.09,0.46,8.9,white
6.8,6.7,0.44,0.22,1.4586150227,-3.4420193762,2.9444389792,4.5951198501,0.99015,3.26,0.53,12.8,white
5.5,7,0.27,0.29,1.3609765531,-2.8302178351,3.3322045102,5.2933048247,0.9961,3.54,0.59,10.3,white
4,6.5,0.27,0.19,1.4350845253,-3.0791138825,1.7917594692,4.7361984484,0.9955,3.25,0.35,8.6,white
5.6,5.8,0.42,0.3,0.7884573604,-3.3524072175,3.258096538,4.8598124044,0.989,3.32,0.47,12.9,white
6.9,6.3,0.34,0.33,1.5260563035,-3.3813947544,2.9444389792,4.3820266347,0.9917,3.38,0.58,12,white
5.9,5.7,0.26,0.27,1.4109869737,-1.6044503709,4.2972854062,5.2443890245,0.9942,3.27,0.38,9.4,white
5.3,6.7,0.18,0.3,1.8562979904,-3.0365542681,3.6888794541,5.5254529391,0.9956,3.29,0.52,10,white
6,7.2,0.21,0.34,2.4765384001,-3.1465551633,3.6109179126,5.3612921657,0.9962,3.09,0.5,9.6,white
6.5,5.7,0.21,0.24,0.8329091229,-3.0576076773,4.0943445622,5.2417470151,0.995,3.65,0.72,10.1,white
4.6,7,0.23,0.4,0.4700036292,-2.7646205526,3.0445224377,4.2046926194,0.9952,3.5,0.63,11.1,red
5.8,5.9,0.25,0.25,2.4248027257,-2.9565115604,3.4011973817,5.1059454739,0.997,3.24,0.44,9.5,white
5.5,7,0.45,0.34,0.993251773,-2.5010360317,2.7725887222,4.276666119,0.998,3.55,0.6,9.5,red
5.8,8,0.25,0.49,2.1972245773,-3.1235656451,3.4339872045,5.2203558251,0.998,3.34,0.49,10,white
6.7,7.1,0.22,0.33,1.0296194172,-3.4112477175,3.8712010109,5.0304379214,0.9899,3.15,0.38,12.7,white
6.1,6.6,0.23,0.37,2.1400661635,-3.3242363405,3.8286413965,5.0304379214,0.99576,3.2,0.48,9.4,white
5,8.6,0.52,0.38,0.4054651081,-2.3434070875,1.6094379124,2.8903717579,0.99666,3.2,0.52,9.4,red
6.8,6.5,0.28,0.34,1.2809338455,-3.2188758249,3.36729583,4.7957905456,0.99111,3.28,0.48,12.1,white
5.5,8.7,0.84,0,0.3364722366,-2.7333680091,3.1780538303,3.4965075615,0.9954,3.27,0.55,9.7,red
6.5,7,0.65,0.02,0.7419373447,-2.718100537,2.0794415417,3.2188758249,0.9972,3.47,0.67,9.5,red
5.5,6.5,0.24,0.38,0,-3.611918413,3.4339872045,4.4998096703,0.98926,3.24,0.36,12.3,white
6.8,6.5,0.33,0.3,1.3350010667,-3.3242363405,3.5263605246,4.4773368145,0.99028,3.25,0.63,12.5,white
5.9,9.9,0.25,0.46,0.5306282511,-2.7806208939,3.258096538,3.7376696183,0.9959,3.18,0.83,10.6,red
5.3,10.2,0.42,0.57,1.2237754316,-2.6592600369,1.3862943611,2.302585093,0.9971,3.04,0.63,9.6,red
5.3,6.5,0.23,0.38,0.2623642645,-3.4420193762,3.36729583,4.7184988713,0.99298,3.29,0.54,9.7,white
5.2,5.8,0.28,0.66,2.2082744135,-3.2441936329,3.258096538,5.0689042022,0.9965,3.66,0.55,10.8,white
4.6,6.8,0.3,0.24,1.887069649,-2.0955709236,3.5553480615,4.7535901911,0.9953,3.07,0.48,9.4,white
6.1,7.8,0.3,0.29,2.8243506568,-2.9187712324,3.1354942159,4.9052747784,0.9998,3.16,0.38,9,white
5.8,5.6,0.175,0.29,-0.2231435513,-3.1465551633,2.9957322736,4.2046926194,0.99112,3.28,0.48,9.9,white
5.5,7.9,0.43,0.21,0.4700036292,-2.2443161849,2.302585093,3.6109179126,0.9966,3.17,0.91,9.5,red
4.5,6.3,0.27,0.18,2.0412203289,-3.0365542681,3.8066624898,5.2257466737,0.9962,3.23,0.47,9,white
6,7.2,0.2,0.28,0.4700036292,-3.5755507688,2.5649493575,5.1239639794,0.99203,3.17,1.06,11.5,white
5.7,6.4,0.25,0.32,2.4248027257,-3.2701691193,4.2341065046,5.257495372,0.99573,3.14,0.5,10.2,white
6.1,9.2,0.71,0.23,1.8245492921,-3.1700856607,2.7080502011,4.5325994932,0.9948,2.89,0.34,10.1,white
5.5,7.5,0.77,0.2,2.0918640617,-2.3227878003,3.4011973817,4.521788577,0.99892,3.2,0.58,9.2,red
6,7.1,0.17,0.38,2.0014800002,-2.9565115604,3.8918202981,5.2040066871,0.9958,3.35,0.52,9.6,white
5.9,6.5,0.21,0.28,0.3364722366,-3.0791138825,3.258096538,4.189654742,0.99199,3.43,0.48,11.1,white
5.6,7.3,0.19,0.24,1.8405496334,-2.9187712324,3.5263605246,5.4424177105,0.9964,3.36,0.54,10,white
3.9,4.6,0.52,0.15,0.7419373447,-2.9187712324,2.0794415417,4.1743872699,0.9934,3.9,0.56,13.1,red
